Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,status,sumber,Keywords_kategori,Text_clean
209,1,"0,9024999738","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",salah nerima teliti bukti bilang come thanks ruined kecewa sicepat rusak,negatif,twitter,"Pengiriman lambat, susah tracking resi",salah nerima teliti bukti bilang come terimakasih ruined kecewa rusak
210,2,"0,6596000195","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",admin sicepat konsisten solution kecewa sicepat,negatif,twitter,Pelayanan lambat dan buruk,admin konsisten solution kecewa
211,0,"0,8894000053","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",gacape bulak ajak muter sicepat paket nyasar,negatif,twitter,Pelayanan sangat buruk,gacape bulak ajak muter paket nyasar
212,2,"0,9648000002","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",kemarin sebel banget sicepat gerak kemarin batas maksimal usaha telfon janji manis anter kemarin sicepat sicepat lemot sicepat gacepat,negatif,twitter,Pelayanan lambat dan buruk,kemarin sebel gerak kemarin batas maksimal usaha telfon janji manis anter kemarin lambat gacepat
213,2,"0,9488000274","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat dikit dikit adress hubung alesan merespon meuli nungguan info ngontek naha rusak,negatif,twitter,Pelayanan lambat dan buruk,dikit dikit adress hubung alesan merespon meuli nungguan info ngontek naha rusak
216,1,"0,9484000206","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",plis baca umur tolong bayar biaya ongkir suruh ngambil kapok sicepat gasesuai slogan sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",plis baca umur tolong bayar biaya ongkir suruh ngambil kapok gasesuai slogan
217,2,"0,888199985","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bukti sengaja lambat driver becus pecat anti komplaint minggu acara asli super sengaja drama telat anter sicepat silambat sidrama,negatif,twitter,Pelayanan lambat dan buruk,bukti sengaja lambat driver becus pecat anti komplaint minggu acara asli super sengaja drama telat anter lambat sidrama
218,2,"0,9233000278","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",ulah pesan khabar berita ngendon tokopedia sicepat,negatif,twitter,Pelayanan lambat dan buruk,ulah pesan khabar berita ngendon
219,2,"0,9241999984","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat lambat gera kalah tuju jarak gudang sicepat lambat,negatif,twitter,Pelayanan lambat dan buruk,lambat gera kalah tuju jarak gudang lambat
220,1,"0,9366000295","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",trauma cabang rumah lucu gadateng nelfon bantu hati hati urgent kecewa sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",trauma cabang rumah lucu gadateng nelfon bantu hati hati urgent kecewa
221,2,"0,9473999739","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",cepat alam cepat putus batal rejeki beli sicepat kesel banget keburu viral,negatif,twitter,Pelayanan lambat dan buruk,cepat alam cepat putus batal rejeki beli kesel keburu viral
222,0,"0,9427000284","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",pesan sicepat best jakarta bandung mahal mahal ongkir ribu best status jakarta sicepat,negatif,twitter,Pelayanan sangat buruk,pesan best jakarta bandung mahal mahal ongkir ribu best status jakarta
223,1,"0,9373999834","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",masuk terima eksekusi jual dagang ganggu mesan tokopedia anteraja sampai banget komplain anteraja tolong pesan sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",masuk terima eksekusi jual dagang ganggu mesan komplain tolong pesan
224,1,"0,9363999963","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",buyer belanja tokped layanan bebas ongkir otomatis pilih sicepat kecewa layan anteraja kali order robek dapat beli reguler sampai bikin kapok,negatif,twitter,"Pengiriman lambat, susah tracking resi",buyer belanja layanan bebas ongkir otomatis pilih kecewa layan order robek beli reguler bikin kapok
225,0,"0,9143000245","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",sicepat payah nama cepat situkang hilang orang maaf solusi,negatif,twitter,Pelayanan sangat buruk,payah nama cepat situkang hilang orang maaf solusi
226,2,"0,9477999806","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat aneh jaktim toko jakpus jakpus sesuai nama sicepat buang buang,negatif,twitter,Pelayanan lambat dan buruk,aneh jaktim toko jakpus jakpus sesuai nama buang buang
227,2,"0,92900002","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",bilang admin tolol tega jangan pakai,negatif,twitter,Pelayanan lambat dan buruk,bilang admin tolol tega
228,1,"0,9067000151","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",silelet sicomplicated sinyusahin udah deh olshop,negatif,twitter,"Pengiriman lambat, susah tracking resi",lambat sicomplicated sinyusahin olshop
229,2,"0,9113000035","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",biar kata segitu doang rugi gaksesuai nama silambat,negatif,twitter,Pelayanan lambat dan buruk,biar segitu doang rugi gaksesuai nama lambat
231,1,"0,9340000153","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",tolong tolong tindak gara hujan jalan becek jemput bawa payung sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",tolong tolong tindak gara hujan jalan becek jemput bawa payung
232,1,"0,7756000161","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kapok sengaja layan best sicepat komplain lambat logistik,negatif,twitter,"Pengiriman lambat, susah tracking resi",kapok sengaja layan best komplain lambat logistik
233,1,"0,6297000051","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",terima kecoh harga murah service kali selesai uang hilang,negatif,twitter,"Pengiriman lambat, susah tracking resi",terima kecoh harga murah service selesai uang hilang
234,0,"0,9085999727","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",gila mondar mandir gudang sicepat status tanggung,negatif,twitter,Pelayanan sangat buruk,gila mondar mandir gudang status tanggung
235,0,"0,9456999898","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",alam urus kota tuju siang terima beda banget sicepat nginap malam gudang malam,negatif,twitter,Pelayanan sangat buruk,alam urus kota tuju siang terima beda nginap malam gudang malam
236,2,"0,9503999949","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",tanggung saran cari army card photo card gila berani ngilangin,negatif,twitter,Pelayanan lambat dan buruk,tanggung saran cari army card photo card gila berani ngilangin
237,2,"0,9153000116","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",paket gajelas sicepat tukang mohon tegur rugi usaha,negatif,twitter,Pelayanan lambat dan buruk,paket tukang mohon tegur rugi usaha
238,2,"0,9124000072","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",anter estimasi pancoran jaksel sicepat tolol,negatif,twitter,Pelayanan lambat dan buruk,anter estimasi pancoran jaksel tolol
239,2,"0,932099998","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",share resi salah alamat konfirmasi alamat status sicepat halu berlebih,negatif,twitter,Pelayanan lambat dan buruk,share resi salah alamat konfirmasi alamat status halu berlebih
240,2,"0,9573000073","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat cepat lambat sicepat mutus prioritas lapor tanggapin jangan pakai sicepat nama doang cepat fakta silambat sicepat,negatif,twitter,Pelayanan lambat dan buruk,cepat lambat mutus prioritas lapor tanggapin nama doang cepat fakta lambat
242,2,"0,7603999972","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",urus beres ampun lelet sicepat,negatif,twitter,Pelayanan lambat dan buruk,urus beres ampun lelet
243,1,"0,9086999893","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",mending ganti nama malu malu gera kasihan seller sicepat silambat,negatif,twitter,"Pengiriman lambat, susah tracking resi",mending ganti nama malu malu gera kasihan seller lambat
244,1,"0,8324000239","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",layak pertahano sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",layak pertahano
245,2,"0,9559000134","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",layan sicepat maksud minggu problem solved gudang responsif cepat bikin jasa capek solusi sicepat,negatif,twitter,Pelayanan lambat dan buruk,layan maksud minggu problem solved gudang responsif cepat bikin jasa capek solusi
246,0,"0,8575999737","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",sabtu november tanggung parah sicepat thread,negatif,twitter,Pelayanan sangat buruk,sabtu november tanggung parah thread
247,2,"0,7038999796","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",parah banget layan thread,negatif,twitter,Pelayanan lambat dan buruk,parah layan thread
248,2,"0,6258999705","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",emosi gudang untung emosi orang tunda nyangkut minggu bikin emosi resisi pecat,negatif,twitter,Pelayanan lambat dan buruk,emosi gudang untung emosi orang tunda nyangkut minggu bikin emosi resisi pecat
249,1,"0,893599987","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",modus tipu pesan edukasi staf komunikasi sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",modus tipu pesan edukasi staf komunikasi
250,2,"0,8982999921","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat minggu drop kualitas sicepat estimasi,negatif,twitter,Pelayanan lambat dan buruk,minggu drop kualitas estimasi
251,1,"0,8320000172","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",aneh estimasi bilang garansi sicepat aneh,negatif,twitter,"Pengiriman lambat, susah tracking resi",aneh estimasi bilang garansi aneh
252,2,"0,9308999777","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",nama sicepat cepat bareng kalah pink gerak kelapa,negatif,twitter,Pelayanan lambat dan buruk,nama cepat bareng kalah pink gerak kelapa
253,2,"0,8399999738","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",ekspedisi sicepat lambat,negatif,twitter,Pelayanan lambat dan buruk,ekspedisi lambat
254,1,"0,9031000137","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",lapor nunggu sesuai estimasi tunggu sicepat tolong butuh ganti rugi viral sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",lapor nunggu sesuai estimasi tunggu tolong butuh ganti rugi viral
257,2,"0,9620000124","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",pesan jakarta timur selatan minggu depok ampun nama doang beda jasa sicepat silambat jasa teman harap cepat,negatif,twitter,Pelayanan lambat dan buruk,pesan jakarta timur selatan minggu depok ampun nama doang beda jasa lambat jasa teman harap cepat
258,2,"0,9519000053","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat store pilih sicepat coba nadya resepsionis buka link sicepat jelek lelet,negatif,twitter,Pelayanan lambat dan buruk,store pilih coba nadya resepsionis buka link jelek lelet
259,2,"0,9434000254","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",capek banget sicepat tanda konfirmasi sicepat tolol batal,negatif,twitter,Pelayanan lambat dan buruk,capek tanda konfirmasi tolol batal
260,2,"0,726000011","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",stuck kebayoran komplain mohon uang terimakasih sicepat,negatif,twitter,Pelayanan lambat dan buruk,stuck kebayoran komplain mohon uang terimakasih
261,0,"0,9451000094","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",kali bikin rusak sembarang buka packing ulang jujur tingkat jujur layan customer susah rugi sicepat sicepat gajujur,negatif,twitter,Pelayanan sangat buruk,bikin rusak sembarang buka packing ulang jujur tingkat jujur layan customer susah rugi gajujur
262,1,"0,6866999865","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",operasional sicepat scan parah kurirsicepat parah barang mana,negatif,twitter,"Pengiriman lambat, susah tracking resi",operasional scan parah kurirsicepat parah barang
263,0,"0,605700016","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",sicepat parah ubah status hubungin bantu kurir parah barang mana,negatif,twitter,Pelayanan sangat buruk,parah ubah status hubungin bantu kurir parah barang
264,2,"0,9627000093","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat ulah belanja butuh proses belanja pilih nextday kecewa harga uang sicepat,negatif,twitter,Pelayanan lambat dan buruk,ulah belanja butuh proses belanja pilih nextday kecewa harga uang
265,0,"0,9472000003","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",alam buruk agen gaktau detail website tulis terima terima cari kantor terima sicepat,negatif,twitter,Pelayanan sangat buruk,alam buruk agen gaktau detail website tulis terima terima cari kantor terima
266,0,"0,867200017","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",dear cepat resi nama tanggal agustus parah banget solusi sicepat,negatif,twitter,Pelayanan sangat buruk,dear cepat resi nama tanggal agustus parah solusi
267,0,"0,679799974","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",dalih tebet gila kali respon super duper gangerti halu,negatif,twitter,Pelayanan sangat buruk,dalih tebet gila respon super duper gangerti halu
270,2,"0,7893999815","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",sicepat lelet,negatif,twitter,Pelayanan lambat dan buruk,lelet
271,2,"0,9559999704","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",minggu anter selasa tangerang niat kerja helah nama kali bikin pitam,negatif,twitter,Pelayanan lambat dan buruk,minggu anter selasa tangerang niat kerja helah nama bikin pitam
272,0,"0,8335000277","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",parah gudang rumah sicepat pengiriman barang,negatif,twitter,Pelayanan sangat buruk,parah gudang rumah pengiriman barang
273,1,"0,8589000106","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",maksud tanggal terang jakarta timur chat admin sicepat dibales minimal tanggepin kaya tanggung sicepat,negatif,twitter,"Pengiriman lambat, susah tracking resi",maksud tanggal terang jakarta timur chat admin dibales minimal tanggepin tanggung
274,0,"0,9343000054","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",pesan toko terima nyasar tolong komplen customer service cuekin paket ilang kurir jne,negatif,twitter,Pelayanan sangat buruk,pesan toko terima nyasar tolong komplen customer service cuekin paket hilang kurir
275,1,"0,8920999765","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",kayak knapa lambat awas konsumen pindah haluan,negatif,twitter,"Pengiriman lambat, susah tracking resi",kayak knapa lambat awas konsumen pindah haluan
276,0,"0,7511000037","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",ampun,negatif,twitter,Pelayanan sangat buruk,ampun
277,2,"0,8338000178","kecewa, banget, jasa, lambat, layan, alamat, minggu, lelet, buruk, kali",lama banget ngirimnya,negatif,twitter,Pelayanan lambat dan buruk,ngirimnya
278,1,"0,9570000172","lambat, ongkir, tolong, resi, update, edisi, masuk, eror, susah, kecewa",dokumen zonk salah input alamat dokumen asuransi salah input data input asurasi resi ralat kasih zonk,negatif,twitter,"Pengiriman lambat, susah tracking resi",dokumen zonk salah input alamat dokumen asuransi salah input data input asurasi resi ralat kasih zonk
279,0,"0,578700006","parah, buruk, layan, jasa, terima, banget, tolong, tanggal, bayar, mending",komplen berat khusus trucking bogor meja ogut nyasar tetangga sebal ogut ambil berat nelpon malu jne trucking jnecargo,negatif,twitter,Pelayanan sangat buruk,komplen berat khusus tracking bogor meja ogut nyasar tetangga sebal ogut ambil berat nelpon malu tracking
